Time	x_1	x_2	
8.92	0.087543	0.73042	
8.93	0.094842	0.73001	
8.94	0.10214	0.72957	
8.95	0.10943	0.72911	
8.96	0.11671	0.72861	
8.97	0.12399	0.72809	
8.98	0.13127	0.72753	
8.99	0.13853	0.72695	
9	0.1458	0.72634	
9.01	0.15305	0.7257	
9.02	0.1603	0.72503	
9.03	0.16754	0.72433	
9.04	0.17477	0.7236	
9.05	0.182	0.72284	
9.06	0.18922	0.72205	
9.07	0.19643	0.72124	
9.08	0.20363	0.72039	
9.09	0.21082	0.71952	
9.1	0.218	0.71862	
9.11	0.22518	0.71769	
9.12	0.23234	0.71673	
9.13	0.2395	0.71574	
9.14	0.24664	0.71472	
9.15	0.25378	0.71367	
9.16	0.2609	0.7126	
9.17	0.26801	0.71149	
9.18	0.27512	0.71036	
9.19	0.28221	0.7092	
9.2	0.28928	0.70801	
9.21	0.29635	0.70679	
9.22	0.30341	0.70555	
9.23	0.31045	0.70427	
9.24	0.31748	0.70297	
9.25	0.3245	0.70163	
9.26	0.3315	0.70027	
9.27	0.33849	0.69889	
9.28	0.34547	0.69747	
9.29	0.35243	0.69602	
9.3	0.35938	0.69455	
9.31	0.36631	0.69305	
9.32	0.37323	0.69152	
9.33	0.38014	0.68996	
9.34	0.38703	0.68837	
9.35	0.3939	0.68676	
9.36	0.40076	0.68511	
9.37	0.40761	0.68344	
9.38	0.41443	0.68175	
9.39	0.42124	0.68002	
9.4	0.42803	0.67827	
9.41	0.43481	0.67649	
9.42	0.44156	0.67468	
9.43	0.4483	0.67285	
9.44	0.45502	0.67099	
9.45	0.46172	0.6691	
9.46	0.4684	0.66719	
9.47	0.47506	0.66524	
9.48	0.48171	0.66328	
9.49	0.48833	0.66128	
9.5	0.49493	0.65926	
9.51	0.50152	0.65722	
9.52	0.50808	0.65515	
9.53	0.51462	0.65305	
9.54	0.52114	0.65092	
9.55	0.52764	0.64877	
9.56	0.53412	0.6466	
9.57	0.54057	0.6444	
9.58	0.547	0.64217	
9.59	0.55342	0.63992	
9.6	0.5598	0.63764	
9.61	0.56617	0.63534	
9.62	0.57251	0.63301	
9.63	0.57883	0.63066	
9.64	0.58512	0.62828	
9.65	0.59139	0.62588	
9.66	0.59764	0.62345	
9.67	0.60386	0.621	
9.68	0.61006	0.61853	
9.69	0.61623	0.61603	
9.7	0.62238	0.61351	
9.71	0.6285	0.61096	
9.72	0.6346	0.60839	
9.73	0.64067	0.60579	
9.74	0.64672	0.60317	
9.75	0.65273	0.60053	
9.76	0.65873	0.59786	
9.77	0.66469	0.59517	
9.78	0.67063	0.59246	
9.79	0.67654	0.58972	
9.8	0.68242	0.58696	
9.81	0.68828	0.58418	
9.82	0.69411	0.58137	
9.83	0.69991	0.57854	
9.84	0.70568	0.57569	
9.85	0.71142	0.57282	
9.86	0.71713	0.56992	
9.87	0.72282	0.567	
9.88	0.72847	0.56406	
9.89	0.7341	0.5611	
9.9	0.73969	0.55812	
9.91	0.74526	0.55511	
9.92	0.75079	0.55208	
9.93	0.7563	0.54903	
9.94	0.76177	0.54596	
9.95	0.76722	0.54286	
9.96	0.77263	0.53975	
9.97	0.77801	0.53661	
9.98	0.78336	0.53345	
9.99	0.78868	0.53027	
10	0.79397	0.52707	
